time,stock1,stock2,stock3
0.0,1.0,0.0,3.0
0.1794871794871795,2.827217155858128,-0.2751367248720183,1.1537329735199395
0.358974358974359,3.6687563164448784,0.5369938386569805,-0.11319290050058191
0.5384615384615384,3.9420598588354547,1.7019841492516776,-0.4517555019370269
0.717948717948718,3.9410805895489074,2.58891554602508,-0.03950217279820556
0.8974358974358975,3.8666731805691317,2.9088338314871307,0.6811794265565663
1.0769230769230769,3.827878616873357,2.720748871223689,1.2886240206229718
1.2564102564102564,3.8540813689632487,2.2841081254086895,1.5573419897458083
1.435897435897436,3.923053387669686,1.8776227504664524,1.4886886069102836
1.6153846153846154,3.9959598324806063,1.6659294217224832,1.2309175164642059
1.794871794871795,4.041893253279419,1.6756740204754517,0.964029110993732
1.9743589743589745,4.052344523891427,1.822434862450534,0.8058413118149721
2.1538461538461537,4.0355139706232075,1.9952011530968916,0.7885212948751789
2.3333333333333335,4.008889792875434,2.1090555645370466,0.8691227838047937
2.5128205128205128,3.987532024811376,2.1353318749232324,0.9788173296655558
2.6923076923076925,3.9791747954216405,2.09323313282222,1.0584799361949924
2.871794871794872,3.982767909768485,2.025121269064042,1.0849358768362716
3.051282051282051,3.9925927426868912,1.9705930938040312,1.0646413563684458
3.230769230769231,4.002315205453471,1.9474541945213286,1.02293998795409
3.41025641025641,4.007485112375691,1.9560526089821366,0.9861303389903217
3.58974358974359,4.007376004639052,1.9814343751816679,0.9690234362180243
3.769230769230769,4.004186280226654,2.0054857117789573,0.971204281766932
3.948717948717949,4.000267143687635,2.018085402063641,0.9857451335532753
4.128205128205129,3.997453683601574,2.0190759812667114,1.0018215919675277
4.3076923076923075,3.996906212554147,2.0105098367083807,1.0110814292944619
4.487179487179487,3.9981325857522894,1.9997592176372743,1.0112978592413717
4.666666666666667,3.9996489351267397,1.993453321166576,1.0066748095996016
4.846153846153846,4.000759763475151,1.992702994928466,1.00057959696514
5.0256410256410255,4.00111169162853,1.9956388412608317,0.9964270603582014
5.205128205128205,4.000907691132743,1.9995289646348968,0.9949198632106347
5.384615384615385,4.000257930353851,2.002329939267152,0.9968317629931102
5.564102564102564,3.9996461432511508,2.0028490075892473,1.0001146605725977
5.743589743589744,3.999452578153341,2.0016812333243097,1.002085764919407
5.923076923076923,3.9995646042787643,1.999984248247657,1.002605985406394
6.102564102564102,3.9999976443633924,1.998543057997498,1.0010338948484683
6.282051282051282,4.000324707364071,1.9984497051951071,0.9991499432421482
6.461538461538462,4.000336841207256,1.9996494206726347,0.998237830589312
6.641025641025641,4.000174466617846,2.00076805543797,0.9984225410569176
6.82051282051282,3.999877514443338,2.001207448217208,0.9998847984084113
7.0,3.999724424339318,2.000705163682837,1.001148812885728
